id,ep,pic,num,belong,name,gender,birth,address,job,level,career,wealth,military,tax_total,tax_5y,tax_defalt,crim_cnt,candi_cnt,detail_url,gong_url
623,광명시을,http://info.nec.go.kr/photo_20200415/Gsg4114/Hb100137576/gicho/thumbnail.100137576.JPG,2,미래통합당,"김용태
(金龍泰)",남,"1990.10.21
(29세)",경기도 광명시 안현로,정당인,고려대학교 그린스쿨대학원 졸업(에너지환경정책학 석사),"(전)새로운보수당 당대표
(전)새로운보수당 청년공감위원장",2059005,군복무를 마친사람,72003,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137576,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137576#none
624,광명시을,http://info.nec.go.kr/photo_20200415/Gsg4114/Hb100137378/gicho/thumbnail.100137378.JPG,7,국가혁명배당금당,"김현애
(金峴愛)",여,"1971.04.23
(48세)",경기도 광명시 영우로,주부,대림여자중학교 졸업,(현)국가혁명배당금당 특별보좌관,77000,해당없음(비대상),100,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137378,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137378#none
625,광명시을,http://info.nec.go.kr/photo_20200415/Gsg4114/Hb100135113/gicho/thumbnail.100135113.JPEG,8,무소속,"김기윤
(金基允)",남,"1980.02.15
(40세)",경기도 광명시 디지털로,변호사,서울대학교 대학원 졸업(법학석사),"(현)기아자동차 소하리공장 충청향우연합회 고문변호사
(전)하안북중학교 학교폭력대책자치위원회 위원",1375563,군복무를 마친사람,266223,268,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135113,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135113#none
626,평택시갑,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100134584/gicho/thumbnail.100134584.JPG,1,더불어민주당,"홍기원
(洪起元)",남,"1964.12.13
(55세)",경기도 평택시 송탄로,정당인,미국워싱턴대학교 대학원 졸업(1999. 9.~2001. 6. 경제학석사),"(현)청와대 국가안보실 정책자문위원
(전)터키 이스탄불 총영사",1258380,군복무를 마친사람,51895,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134584,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134584#none
627,평택시갑,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100137364/gicho/thumbnail.100137364.JPG,2,미래통합당,"공재광
(孔在光)",남,"1963.03.20
(57세)",경기도 평택시 서정북로,정당인,고려대학교 정책대학원 졸업(행정학 석사),"(전)평택시장
(전)청와대 행정관",941763,군복무를 마친사람,106239,0,0,없음,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137364,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137364#none
628,평택시갑,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100135514/gicho/thumbnail.100135514.JPG,7,국가혁명배당금당,"곽해춘
(郭海春)",남,"1969.02.20
(51세)",경기도 평택시 서정로107번길,정당인,성지중학교 졸업,"(전)뉴밀레니엄헬스기수련센터 근무
(현)정당인",5196,군복무를 마친사람,964,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135514,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135514#none
629,평택시갑,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100135016/gicho/thumbnail.100135016.JPG,8,무소속,"차화열
(車和烈)",남,"1960.06.03
(59세)",경기도 평택시 도일로,자영업(주유소 대표),아주대학교 공공정책대학원 졸업(행정학석사),"(현)(사)평택항발전협의회 공동대표
(현)평택시민환경연대 공동대표",7286246,군복무를 마친사람,1226440,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135016,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135016#none
630,평택시을,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100137513/gicho/thumbnail.100137513.JPG,1,더불어민주당,"김현정
(金鉉正)",남,"1969.06.17
(50세)",경기도 평택시 평택5로34번길,정당인,연세대학교 행정대학원 졸업(행정학 석사),"(현)대통령직속 국가균형발전위원회 국민소통 특별위원
(현)더불어민주당 평택발전강화특별위원회 위원장",1842877,군복무를 마친사람,107140,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137513,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137513#none
631,평택시을,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100137204/gicho/thumbnail.100137204.JPG,2,미래통합당,"유의동
(兪義東)",남,"1971.06.23
(48세)",경기도 평택시 현신3길,국회의원,미국 캘리포니아대학교 샌디에이고 대학원졸업(99.9.~01.6.태평양지역국제관계학석사),"(현)국회의원(19,20대)
(현)국회 정무위원회 법안심사제2소위원회 위원장",548350,군복무를 마친사람,36739,0,0,1건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137204,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137204#none
632,평택시을,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100134933/gicho/thumbnail.100134933.JPG,7,민중당,"김양현
(金良玹)",여,"1972.01.11
(48세)",경기도 평택시 세교공원로,정당인,강남대학교 유아교육과 졸업,"(현)민중당 중앙당 자주평화통일위원장
(전)평택지역자활센터장",112457,해당없음(비대상),88,0,0,1건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134933,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134933#none
633,평택시을,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100135376/gicho/thumbnail.100135376.JPG,8,국가혁명배당금당,"장재혁
(張宰赫)",남,"1972.01.14
(48세)",경기도 평택시 평택4로,정당인,조선대학교 법학과 졸업,"(현)국가혁명배당금당 평택을 당협위원장
(전)경기평택항만공사 평택항홍보관 전기안전관리자(외부업체소속)",640870,군복무를 마친사람,43489,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135376,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135376#none
634,평택시을,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100136417/gicho/thumbnail.100136417.JPG,9,무소속,"허승녕
(許昇寧)",남,"1964.01.10
(56세)",경기도 평택시 고덕면 문곡2길,소상공인,"미국 머써대학교 스텟슨스쿨 경영대학원 졸업(1989.1.9~1990.3.12, 경영학석사)","(현)아태환경 대표이사
(전)기아자동차(주) 독일 주재원",1028415,군복무를 마친사람,10530,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136417,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136417#none
635,평택시을,http://info.nec.go.kr/photo_20200415/Gsg4115/Hb100134877/gicho/thumbnail.100134877.JPG,10,무소속,"이인숙
(李仁淑)",여,"1961.01.15
(59세)",경기도 평택시 소사3로,법률연구가,고려대학교 대학원 졸업(법학박사),"(전)(국무총리소속)민주화운동관련자명예회복 및 보상심의위원회 전문위원
(전)제19대 국회의원후보",1675236,해당없음(비대상),15861,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134877,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134877#none
636,동두천시연천군,http://info.nec.go.kr/photo_20200415/Gsg4117/Hb100135032/gicho/thumbnail.100135032.JPG,1,더불어민주당,"서동욱
(徐東旭)",남,"1963.01.05
(57세)",경기도 동두천시 생연로,정당인,중국런민대학 법학원 졸업('06. 9. ~ '10. 7. 법학박사),"(전)제40회 행정고등고시 합격
(전)駐상해대한민국총영사관 영사(외교관)",1325742,군복무를 마친사람,174247,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135032,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135032#none
637,동두천시연천군,http://info.nec.go.kr/photo_20200415/Gsg4117/Hb100137142/gicho/thumbnail.100137142.JPG,2,미래통합당,"김성원
(金成願)",남,"1973.10.15
(46세)",경기도 동두천시 동광로,제20대 국회의원(동두천시연천군),고려대학교 대학원 토목환경공학과 졸업 (공학박사),"(전) 국회의장 정무비서관
(현) 미래통합당 대변인",699085,군복무를 마친사람,45651,0,0,1건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137142,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137142#none
638,동두천시연천군,http://info.nec.go.kr/photo_20200415/Gsg4117/Hb100137039/gicho/thumbnail.100137039.JPG,7,국가혁명배당금당,"김원철
(金原徹)",남,"1962.07.18
(57세)",경기도 연천군 전곡읍 양연로448번길,사업가,미기재,"(전) 기전사 과장
(현) (주)미영개발 대표",98020,군복무를 마친사람,8286,0,0,2건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137039,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137039#none
639,안산시상록구갑,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100136987/gicho/thumbnail.100136987.JPG,1,더불어민주당,"전해철
(全海澈)",남,"1962.05.18
(57세)",경기도 안산시 상록구 해양1로,국회의원,고려대학교 법학과 졸업,"(전)노무현정부 청와대 민정수석
(전)더불어민주당 최고위원",3816591,군복무를 마친사람,99446,0,0,없음,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136987,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136987#none
640,안산시상록구갑,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100137439/gicho/thumbnail.100137439.JPG,2,미래통합당,"박주원
(朴柱源)",남,"1958.10.06
(61세)",경기도 안산시 상록구 항가울로,정당인,고려대학교 대학원 졸업(법학박사),"(전)안산시장
(전)국민의당 최고위원",5189893,군복무를 마친사람,425316,9322,0,없음,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137439,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137439#none
641,안산시상록구갑,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100135140/gicho/thumbnail.100135140.JPG,7,우리공화당,"이기학
(李起學)",남,"1968.06.04
(51세)",경기도 안산시 상록구 감골로,정당인,한양대학교 산업경영디자인대학원 졸업 (사회복지학 석사),"(전) 자유한국당 안산시상록구갑 당협위원장
(전) 자유한국당 대외협력위원회 위원",274207,군복무를 마친사람,5177,0,0,1건,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135140,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135140#none
642,안산시상록구갑,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100135248/gicho/thumbnail.100135248.JPG,8,민중당,"홍연아
(洪姸娥)",여,"1972.07.05
(47세)",경기도 안산시 상록구 반석로,정당인,고려대학교 전산과학과 졸업,"(전) 안산시의회의원
(전) 경기도의회의원",76807,해당없음(비대상),14168,328,0,2건,5회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135248,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135248#none
643,안산시상록구갑,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100135631/gicho/thumbnail.100135631.JPG,9,국가혁명배당금당,"허수환
(許銖桓)",남,"1969.03.01
(51세)",경기도 안산시 상록구 본오공원길,건축업,구로고등학교 졸업,"(현)국가혁명배당금당 경기도당기획부위원장
(현)국가혁명배당금당 안산시상록갑당협위원장",263237,군복무를 마치지 아니한 사람,6397,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135631,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135631#none
644,안산시상록구을,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100137430/gicho/thumbnail.100137430.JPG,1,더불어민주당,"김철민
(金哲玟)",남,"1957.02.15
(63세)",경기도 안산시 상록구 안산천남1로,정치인,한양대학교 산업경영디자인대학원(현 융합산업대학원) 졸업(경영학 석사),"(전)민선5기 안산시장
(현)제20대 국회의원",2454736,군복무를 마친사람,651933,34405,0,4건,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137430,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137430#none
645,안산시상록구을,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100134649/gicho/thumbnail.100134649.JPEG,2,미래통합당,"홍장표
(洪章杓)",남,"1959.08.19
(60세)",경기도 안산시 상록구 안산천남1로,정당인,한양대학교 대학원 도시공학박사 졸업,"(전)제18대 국회의원(안산시상록구을선거구)
(현)도시공학박사",8301366,군복무를 마친사람,2024966,0,0,1건,7회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134649,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134649#none
646,안산시상록구을,http://info.nec.go.kr/photo_20200415/Gsg4118/Hb100135597/gicho/thumbnail.100135597.JPG,7,국가혁명배당금당,"진호태
(陳昊泰)",남,"1983.10.29
(36세)",경기도 안산시 상록구 광덕산안길,물리치료사,충주대학교(현 한국교통대학교) 물리치료학과 졸업,(현)안성훈한방병원 도수치료부장,85575,군복무를 마치지 아니한 사람,1501,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135597,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135597#none
647,안산시단원구갑,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100135146/gicho/thumbnail.100135146.JPG,1,더불어민주당,"고영인
(高永寅)",남,"1963.07.07
(56세)",경기도 안산시 단원구 선부광장북로,신안산대학교 산업경영과 초빙교수,고려대학교 건축공학과 졸업,"(현)더불어민주당 안산단원갑 지역위원장
(현)신안산대학교 산업경영과 초빙교수",201345,군복무를 마치지 아니한 사람,4407,0,0,1건,3회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135146,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135146#none
648,안산시단원구갑,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100137305/gicho/thumbnail.100137305.JPG,2,미래통합당,"김명연
(金明淵)",남,"1964.02.28
(56세)",경기도 안산시 단원구 새뿔길,국회의원,한양대학교 행정·자치대학원 졸업[지방자치학석사(지방·도시행정)],"(현)국회의원 (19대·20대)
(현)미래통합당 황교안대표 비서실장",1944492,군복무를 마친사람,70208,0,0,없음,4회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137305,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137305#none
649,안산시단원구갑,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100135335/gicho/thumbnail.100135335.JPG,7,민중당,"김동우
(金東佑)",남,"1968.07.15
(51세)",경기도 안산시 단원구 지곡로4길,민주노총 서비스연맹 마트산업노동조합 경기본부 사무국장,건국대학교 축산경영학과 졸업,"(전)전국민주노동조합총연맹 비정규실장
(현)민중당 국민의 국회건설운동본부 경기본부장",335475,군복무를 마치지 아니한 사람,945,0,0,10건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135335,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135335#none
650,안산시단원구갑,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100137912/gicho/thumbnail.100137912.JPG,8,국가혁명배당금당,"전은아
(全銀兒)",여,"1972.12.09
(47세)",경기도 안산시 상록구 첨성안길,주부,안동대학교 통계학과 졸업,"(전)토피아어학원 영어강사
(현)국가혁명배당금당 안산시 단원구갑위원장",617340,해당없음(비대상),16931,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137912,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137912#none
651,안산시단원구을,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100137493/gicho/thumbnail.100137493.JPG,1,더불어민주당,"김남국
(金南局)",남,"1982.10.22
(37세)",경기도 안산시 단원구 광덕서로,변호사,서울대학교 대학원 수료(법학 박사 과정),"(전)참여연대 민생희망본부 실행위원
(현)더불어민주당 부대변인",774070,군복무를 마친사람,33449,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137493,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137493#none
652,안산시단원구을,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100137209/gicho/thumbnail.100137209.JPG,2,미래통합당,"박순자
(朴順子)",여,"1958.10.12
(61세)",경기도 안산시 단원구 광덕1로,국회의원,한양대학교 대학원 졸업(행정학 박사),"(현)국회의원 (17대·18대·20대)
(현)국회 국토교통위원회 위원장",1384032,해당없음(비대상),57932,0,0,없음,5회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137209,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137209#none
653,안산시단원구을,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100137441/gicho/thumbnail.100137441.JPG,7,우리공화당,"정우혁
(鄭佑爀)",남,"1993.01.04
(27세)",경기도 안산시 단원구 광덕4로,인권활동가,세계사이버대학 스포츠건강관리학과 졸업,"(현)비영리단체 [긍정의힘] 섬김이
(현)사단법인 안산시민회 청년위원장",39311,군복무를 마친사람,839,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137441,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137441#none
654,안산시단원구을,http://info.nec.go.kr/photo_20200415/Gsg4119/Hb100135521/gicho/thumbnail.100135521.JPG,8,국가혁명배당금당,"이윤배
(李允配)",남,"1961.01.15
(59세)",경기도 안산시 단원구 원포공원1로,(주)유진엔지니어링 경영인,대유공업전문대학(현 동서울대학교) 전자과 졸업,"(전)국민정치혁명연대 안산시 위원장
(현)국가혁명배당금당 중앙부위원장",27000,군복무를 마친사람,5177,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135521,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135521#none
655,고양시갑,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100134792/gicho/thumbnail.100134792.JPG,1,더불어민주당,"문명순
(文明順)",여,"1962.10.18
(57세)",경기도 고양시 덕양구 화중로,더불어민주당 정책위원회 부의장,서강대학교 경제대학원 졸업(경제학석사),"(전)제18대 대선 문재인대통령후보 금융경제특별위원회위원장
(현)문재인정부 대통령직속 국가균형발전위원회 국민소통특별위원",342135,해당없음(비대상),92455,0,0,없음,1회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134792,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134792#none
656,고양시갑,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100136229/gicho/thumbnail.100136229.JPG,2,미래통합당,"이경환
(李京煥)",남,"1967.01.02
(53세)",경기도 고양시 덕양구 도래울로,변호사,연세대학교 정치외교학과 및 법학과 졸업,"(현)법무법인 가우 대표변호사
(전)자유한국당 고양시갑 당협위원장",1027585,군복무를 마친사람,89506,1041,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100136229,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100136229#none
657,고양시갑,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137089/gicho/thumbnail.100137089.JPG,6,정의당,"심상정
(沈相奵)",여,"1959.02.20
(61세)",경기도 고양시 덕양구 신원로,국회의원,서울대학교 사회교육학과 졸업,"(현)국회의원
(현)정의당 대표",1280608,해당없음(비대상),50630,0,0,2건,6회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137089,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137089#none
658,고양시갑,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137337/gicho/thumbnail.100137337.JPG,7,국가혁명배당금당,"고평기
(高坪璣)",남,"1967.05.05
(52세)",경기도 고양시 덕양구 통일로,정당인,해운대고등학교 졸업,(현)정당인,33940,군복무를 마치지 아니한 사람,0,0,0,3건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137337,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137337#none
659,고양시을,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137385/gicho/thumbnail.100137385.JPG,1,더불어민주당,"한준호
(韓俊鎬)",남,"1974.02.20
(46세)",경기도 고양시 덕양구 용현로,더불어민주당 정책위원회 부의장,가톨릭대학교 글로벌융합대학원 졸업(한류MBA 석사),"(전)문재인정부 대통령비서실 국민소통수석실 행정관
(전)MBC 문화방송 아나운서",157494,군복무를 마친사람,60896,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137385,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137385#none
660,고양시을,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100135593/gicho/thumbnail.100135593.JPG,2,미래통합당,"함경우
(咸炅佑)",남,"1974.08.19
(45세)",경기도 고양시 덕양구 화신로,정당인,고려대학교 대학원 박사과정 수료(북한학전공),"(전)행정자치부 장관 정책보좌관
(전)자유한국당 경기도당 사무처장",1216458,군복무를 마친사람,32166,0,0,1건,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135593,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135593#none
661,고양시을,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100135238/gicho/thumbnail.100135238.JPG,6,정의당,"박원석
(朴元錫)",남,"1970.02.22
(50세)",경기도 고양시 덕양구 중앙로558번길,정치인,"홍콩대학 대학원 졸업(인권법학 전공, 2003.9~2004.9, 인권법 석사)","(전)제19대 국회의원(2012~2016)
(현)정의당 정책위원회 의장",396185,군복무를 마치지 아니한 사람,30940,0,0,3건,2회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100135238,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100135238#none
662,고양시을,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100134962/gicho/thumbnail.100134962.JPG,7,민중당,"송영주
(宋英株)",여,"1972.09.23
(47세)",경기도 고양시 덕양구 소원로,정당인,성공회대학교 시민사회복지대학원 졸업(사회복지학 석사),"(전)7,8대 경기도의원
(전)경기도의회 건설교통위원회 위원장",-18329,해당없음(비대상),42434,0,0,1건,5회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100134962,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100134962#none
663,고양시을,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137745/gicho/thumbnail.100137745.JPG,8,국가혁명배당금당,"백남원
(白南原)",남,"1961.06.15
(58세)",대구광역시 동구 파계로,운수업(건축),영남고등학교 졸업,미기재,250119,군복무를 마친사람,1511,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137745,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137745#none
664,고양시을,http://info.nec.go.kr/photo_20200415/Gsg4120/Hb100137150/gicho/thumbnail.100137150.JPG,9,무소속,"박종원
(朴鍾元)",남,"1978.05.17
(41세)",경기도 고양시 덕양구 덕수천1로,(주)모리셔스브라운 사회공헌이사,한국외국어대학교 법학과 졸업,"(전)19,20대 국회의원 보좌관
(현)삼송지구 공동주택 입주자대표연합회장",584413,군복무를 마친사람,21006,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137150,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137150#none
665,고양시병,http://info.nec.go.kr/photo_20200415/Gsg4121/Hb100137188/gicho/thumbnail.100137188.JPG,1,더불어민주당,"홍정민
(洪貞敏)",여,"1978.11.24
(41세)",경기도 고양시 일산동구 경의로,변호사,서울대학교 대학원 졸업(경제학 박사),"(전)삼성경제연구소 수석연구원
(현)로스토리법률사무소 대표변호사",1157159,해당없음(비대상),243649,0,0,없음,0회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137188,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137188#none
666,고양시병,http://info.nec.go.kr/photo_20200415/Gsg4121/Hb100137436/gicho/thumbnail.100137436.JPG,2,미래통합당,"김영환
(金榮煥)",남,"1955.05.27
(64세)",경기도 고양시 일산동구 위시티1로,치과의사,연세대학교 경제대학원 공공발전전공 석사과정 졸업(경제학 석사),"(전)15대,16대,18대,19대 국회의원
(전)과학기술부 장관",522674,군복무를 마치지 아니한 사람,278822,0,0,없음,8회,http://info.nec.go.kr/electioninfo/candidate_detail_info.xhtml?electionId=0020200415&huboId=100137436,http://policy.nec.go.kr/plc/popup/initUMAPopup.do?sgId=20200415&subSgId=220200415&huboid=100137436#none
